id,category
14139,stat
14140,cs
14141,physics
14142,physics
14143,math
14144,stat
14145,math
14146,stat
14147,stat
14148,cs
14149,math
14150,stat
14151,cs
14152,stat
14153,math
14154,cs
14155,math
14156,cs
14157,stat
14158,stat
14159,stat
14160,math
14161,stat
14162,math
14163,math
14164,physics
14165,cs
14166,stat
14167,math
14168,cs
14169,math
14170,math
14171,stat
14172,physics
14173,stat
14174,math
14175,stat
14176,math
14177,math
14178,cs
14179,math
14180,cs
14181,physics
14182,stat
14183,cs
14184,cs
14185,math
14186,math
14187,physics
14188,stat
14189,cs
14190,physics
14191,math
14192,math
14193,stat
14194,physics
14195,cs
14196,stat
14197,physics
14198,cs
14199,physics
14200,cs
14201,physics
14202,cs
14203,cs
14204,stat
14205,stat
14206,cs
14207,math
14208,math
14209,cs
14210,physics
14211,math
14212,cs
14213,math
14214,stat
14215,physics
14216,math
14217,math
14218,physics
14219,stat
14220,stat
14221,math
14222,math
14223,cs
14224,cs
14225,physics
14226,math
14227,math
14228,math
14229,math
14230,math
14231,cs
14232,cs
14233,physics
14234,math
14235,math
14236,math
14237,stat
14238,stat
14239,cs
14240,cs
14241,math
14242,stat
14243,cs
14244,math
14245,math
14246,math
14247,math
14248,math
14249,math
14250,stat
14251,math
14252,stat
14253,cs
14254,physics
14255,physics
14256,physics
14257,physics
14258,cs
14259,stat
14260,cs
14261,cs
14262,math
14263,cs
14264,stat
14265,stat
14266,stat
14267,stat
14268,cs
14269,math
14270,cs
14271,physics
14272,math
14273,math
14274,stat
14275,stat
14276,physics
14277,cs
14278,math
14279,physics
14280,stat
14281,math
14282,math
14283,physics
14284,physics
14285,cs
14286,cs
14287,cs
14288,cs
14289,physics
14290,stat
14291,cs
14292,math
14293,stat
14294,cs
14295,math
14296,stat
14297,stat
14298,cs
14299,stat
14300,cs
14301,physics
14302,physics
14303,physics
14304,math
14305,stat
14306,math
14307,cs
14308,cs
14309,cs
14310,physics
14311,physics
14312,cs
14313,cs
14314,math
14315,stat
14316,physics
14317,math
14318,stat
14319,physics
14320,math
14321,cs
14322,cs
14323,math
14324,physics
14325,math
14326,math
14327,cs
14328,math
14329,physics
14330,math
14331,stat
14332,math
14333,cs
14334,cs
14335,stat
14336,math
14337,stat
14338,stat
14339,math
14340,cs
14341,math
14342,stat
14343,physics
14344,cs
14345,stat
14346,math
14347,cs
14348,physics
14349,cs
14350,physics
14351,physics
14352,math
14353,physics
14354,physics
14355,cs
14356,cs
14357,cs
14358,stat
14359,math
14360,math
14361,stat
14362,math
14363,cs
14364,stat
14365,cs
14366,physics
14367,cs
14368,stat
14369,physics
14370,physics
14371,math
14372,cs
14373,stat
14374,math
14375,math
14376,cs
14377,cs
14378,math
14379,math
14380,stat
14381,math
14382,physics
14383,math
14384,math
14385,physics
14386,cs
14387,math
14388,stat
14389,physics
14390,stat
14391,stat
14392,math
14393,stat
14394,math
14395,math
14396,physics
14397,stat
14398,math
14399,cs
14400,stat
14401,stat
14402,math
14403,math
14404,cs
14405,cs
14406,math
14407,math
14408,physics
14409,stat
14410,math
14411,math
14412,stat
14413,stat
14414,cs
14415,cs
14416,math
14417,math
14418,physics
14419,stat
14420,cs
14421,stat
14422,math
14423,physics
14424,physics
14425,physics
14426,math
14427,physics
14428,cs
14429,math
14430,physics
14431,physics
14432,stat
14433,math
14434,stat
14435,physics
14436,math
14437,cs
14438,math
14439,physics
14440,cs
14441,math
14442,cs
14443,cs
14444,cs
14445,physics
14446,math
14447,stat
14448,math
14449,stat
14450,cs
14451,physics
14452,stat
14453,physics
14454,stat
14455,math
14456,cs
14457,cs
14458,cs
14459,stat
14460,stat
14461,cs
14462,math
14463,math
14464,math
14465,math
14466,physics
14467,cs
14468,cs
14469,cs
14470,cs
14471,cs
14472,physics
14473,stat
14474,math
14475,cs
14476,cs
14477,cs
14478,math
14479,stat
14480,math
14481,math
14482,stat
14483,math
14484,cs
14485,math
14486,math
14487,cs
14488,physics
14489,cs
14490,cs
14491,cs
14492,math
14493,cs
14494,cs
14495,math
14496,stat
14497,cs
14498,stat
14499,math
14500,math
14501,stat
14502,cs
14503,physics
14504,stat
14505,cs
14506,stat
14507,stat
14508,cs
14509,math
14510,cs
14511,physics
14512,math
14513,stat
14514,physics
14515,physics
14516,cs
14517,physics
14518,physics
14519,math
14520,math
14521,math
14522,math
14523,math
14524,stat
14525,math
14526,cs
14527,cs
14528,cs
14529,cs
14530,physics
14531,physics
14532,physics
14533,cs
14534,stat
14535,cs
14536,physics
14537,cs
14538,cs
14539,cs
14540,math
14541,cs
14542,cs
14543,math
14544,stat
14545,math
14546,physics
14547,stat
14548,stat
14549,cs
14550,math
14551,math
14552,math
14553,physics
14554,stat
14555,cs
14556,math
14557,cs
14558,cs
14559,physics
14560,stat
14561,physics
14562,cs
14563,physics
14564,cs
14565,cs
14566,math
14567,math
14568,stat
14569,math
14570,cs
14571,physics
14572,cs
14573,cs
14574,cs
14575,physics
14576,cs
14577,physics
14578,cs
14579,cs
14580,stat
14581,physics
14582,physics
14583,stat
14584,physics
14585,math
14586,physics
14587,math
14588,math
14589,stat
14590,physics
14591,cs
14592,math
14593,math
14594,stat
14595,math
14596,physics
14597,cs
14598,cs
14599,stat
14600,cs
14601,physics
14602,math
14603,cs
14604,cs
14605,math
14606,cs
14607,math
14608,cs
14609,stat
14610,math
14611,physics
14612,stat
14613,cs
14614,math
14615,math
14616,math
14617,cs
14618,math
14619,math
14620,cs
14621,math
14622,math
14623,cs
14624,math
14625,math
14626,stat
14627,math
14628,stat
14629,math
14630,cs
14631,cs
14632,math
14633,cs
14634,math
14635,math
14636,cs
14637,cs
14638,cs
14639,physics
14640,cs
14641,math
14642,stat
14643,stat
14644,stat
14645,math
14646,math
14647,physics
14648,physics
14649,cs
14650,cs
14651,math
14652,math
14653,stat
14654,math
14655,cs
14656,stat
14657,math
14658,math
14659,cs
14660,cs
14661,physics
14662,math
14663,cs
14664,math
14665,math
14666,stat
14667,math
14668,cs
14669,math
14670,cs
14671,stat
14672,cs
14673,stat
14674,math
14675,math
14676,stat
14677,math
14678,cs
14679,cs
14680,cs
14681,cs
14682,stat
14683,cs
14684,cs
14685,cs
14686,math
14687,cs
14688,physics
14689,physics
14690,cs
14691,physics
14692,math
14693,stat
14694,math
14695,physics
14696,cs
14697,cs
14698,cs
14699,cs
14700,stat
14701,cs
14702,math
14703,cs
14704,math
14705,math
14706,math
14707,math
14708,math
14709,physics
14710,math
14711,physics
14712,physics
14713,physics
14714,math
14715,math
14716,cs
14717,stat
14718,math
14719,cs
14720,cs
14721,cs
14722,math
14723,physics
14724,math
14725,physics
14726,math
14727,physics
14728,cs
14729,math
14730,math
14731,math
14732,math
14733,math
14734,math
14735,cs
14736,math
14737,physics
14738,cs
14739,math
14740,cs
14741,math
14742,math
14743,cs
14744,physics
14745,physics
14746,cs
14747,stat
14748,math
14749,stat
14750,cs
14751,stat
14752,cs
14753,cs
14754,cs
14755,math
14756,physics
14757,cs
14758,physics
14759,math
14760,physics
14761,math
14762,math
14763,cs
14764,stat
14765,math
14766,math
14767,math
14768,cs
14769,cs
14770,math
14771,cs
14772,math
14773,stat
14774,math
14775,stat
14776,cs
14777,stat
14778,math
14779,cs
14780,cs
14781,cs
14782,cs
14783,cs
14784,stat
14785,physics
14786,cs
14787,cs
14788,cs
14789,math
14790,cs
14791,math
14792,math
14793,math
14794,physics
14795,stat
14796,math
14797,math
14798,stat
14799,cs
14800,cs
14801,cs
14802,cs
14803,physics
14804,cs
14805,stat
14806,stat
14807,cs
14808,physics
14809,cs
14810,stat
14811,stat
14812,stat
14813,stat
14814,stat
14815,stat
14816,math
14817,physics
14818,math
14819,stat
14820,cs
14821,cs
14822,math
14823,stat
14824,math
14825,math
14826,stat
14827,cs
14828,stat
14829,stat
14830,cs
14831,stat
14832,physics
14833,math
14834,stat
14835,cs
14836,math
14837,math
14838,physics
14839,cs
14840,math
14841,cs
14842,stat
14843,math
14844,math
14845,physics
14846,cs
14847,stat
14848,cs
14849,cs
14850,math
14851,cs
14852,physics
14853,math
14854,stat
14855,cs
14856,stat
14857,cs
14858,stat
14859,cs
14860,cs
14861,math
14862,stat
14863,math
14864,stat
14865,cs
14866,cs
14867,math
14868,stat
14869,physics
14870,cs
14871,physics
14872,stat
14873,stat
14874,physics
14875,cs
14876,stat
14877,physics
14878,cs
14879,stat
14880,physics
14881,cs
14882,cs
14883,math
14884,physics
14885,stat
14886,stat
14887,cs
14888,stat
14889,cs
14890,stat
14891,math
14892,physics
14893,math
14894,physics
14895,cs
14896,cs
14897,stat
14898,math
14899,cs
14900,physics
14901,math
14902,cs
14903,cs
14904,cs
14905,stat
14906,stat
14907,math
14908,stat
14909,math
14910,cs
14911,stat
14912,physics
14913,cs
14914,cs
14915,math
14916,cs
14917,physics
14918,stat
14919,math
14920,physics
14921,math
14922,physics
14923,cs
14924,cs
14925,stat
14926,physics
14927,cs
14928,math
14929,physics
14930,stat
14931,math
14932,physics
14933,physics
14934,cs
14935,stat
14936,cs
14937,cs
14938,cs
14939,cs
14940,stat
14941,cs
14942,math
14943,math
14944,cs
14945,cs
14946,physics
14947,physics
14948,math
14949,stat
14950,stat
14951,physics
14952,physics
14953,physics
14954,cs
14955,stat
14956,physics
14957,math
14958,stat
14959,cs
14960,stat
14961,physics
14962,stat
14963,cs
14964,math
14965,physics
14966,physics
14967,cs
14968,math
14969,physics
14970,math
14971,math
14972,stat
14973,physics
14974,physics
14975,math
14976,stat
14977,stat
14978,stat
14979,stat
14980,stat
14981,stat
14982,cs
14983,stat
14984,math
14985,math
14986,cs
14987,stat
14988,math
14989,physics
14990,cs
14991,cs
14992,cs
14993,physics
14994,cs
14995,cs
14996,math
14997,cs
14998,cs
14999,cs
15000,physics
15001,physics
15002,physics
15003,math
15004,cs
15005,cs
15006,math
15007,stat
15008,stat
15009,cs
15010,stat
15011,stat
15012,stat
15013,cs
15014,physics
15015,math
15016,physics
15017,cs
15018,math
15019,cs
15020,stat
15021,cs
15022,stat
15023,stat
15024,physics
15025,cs
15026,stat
15027,cs
15028,math
15029,physics
15030,cs
15031,stat
15032,stat
15033,cs
15034,stat
15035,cs
15036,cs
15037,physics
15038,stat
15039,stat
15040,math
15041,physics
15042,math
15043,math
15044,cs
15045,physics
15046,cs
15047,math
15048,math
15049,physics
15050,cs
15051,cs
15052,cs
15053,physics
15054,physics
15055,math
15056,cs
15057,cs
15058,stat
15059,physics
15060,cs
15061,math
15062,stat
15063,physics
15064,cs
15065,math
15066,physics
15067,stat
15068,stat
15069,math
15070,cs
15071,physics
15072,math
15073,physics
15074,stat
15075,cs
15076,math
15077,physics
15078,cs
15079,cs
15080,stat
15081,cs
15082,cs
15083,physics
15084,cs
15085,physics
15086,stat
15087,physics
15088,physics
15089,cs
15090,cs
15091,cs
15092,cs
15093,stat
15094,stat
15095,stat
15096,stat
15097,stat
15098,math
15099,cs
15100,cs
15101,physics
15102,cs
15103,math
15104,math
15105,physics
15106,math
15107,physics
15108,math
15109,cs
15110,math
15111,physics
15112,math
15113,math
15114,cs
15115,cs
15116,math
15117,math
15118,stat
15119,cs
15120,math
15121,stat
15122,stat
15123,stat
15124,stat
15125,math
15126,cs
15127,math
15128,stat
15129,stat
15130,stat
15131,cs
15132,cs
15133,stat
15134,physics
15135,math
15136,math
15137,stat
15138,cs
15139,math
15140,math
15141,stat
15142,physics
15143,math
15144,cs
15145,cs
15146,physics
15147,cs
15148,cs
15149,math
15150,physics
15151,cs
15152,physics
15153,cs
15154,cs
15155,math
15156,cs
15157,physics
15158,math
15159,cs
15160,math
15161,cs
15162,stat
15163,math
15164,math
15165,math
15166,stat
15167,math
15168,physics
15169,cs
15170,cs
15171,math
15172,cs
15173,physics
15174,physics
15175,math
15176,stat
15177,physics
15178,physics
15179,cs
15180,math
15181,stat
15182,cs
15183,cs
15184,cs
15185,cs
15186,stat
15187,cs
15188,physics
15189,cs
15190,physics
15191,cs
15192,physics
15193,physics
15194,cs
15195,cs
15196,cs
15197,stat
15198,stat
15199,cs
15200,cs
15201,stat
15202,stat
15203,cs
15204,math
15205,cs
15206,math
15207,math
15208,math
15209,math
15210,physics
15211,physics
15212,math
15213,math
15214,stat
15215,stat
15216,math
15217,cs
15218,math
15219,math
15220,stat
15221,cs
15222,math
15223,math
15224,math
15225,cs
15226,stat
15227,cs
15228,math
15229,math
15230,math
15231,math
15232,physics
15233,math
15234,cs
15235,cs
15236,physics
15237,physics
15238,math
15239,math
15240,cs
15241,math
15242,cs
15243,cs
15244,math
15245,math
15246,stat
15247,stat
15248,math
15249,stat
15250,math
15251,stat
15252,cs
15253,stat
15254,physics
15255,stat
15256,cs
15257,math
15258,cs
15259,math
15260,math
15261,cs
15262,stat
15263,physics
15264,stat
15265,cs
15266,stat
15267,stat
15268,math
15269,math
15270,math
15271,stat
15272,cs
15273,cs
15274,cs
15275,math
15276,physics
15277,physics
15278,math
15279,math
15280,stat
15281,stat
15282,physics
15283,cs
15284,cs
15285,cs
15286,math
15287,physics
15288,math
15289,stat
15290,physics
15291,math
15292,cs
15293,stat
15294,math
15295,stat
15296,math
15297,physics
15298,cs
15299,stat
15300,physics
15301,math
15302,stat
15303,math
15304,physics
15305,math
15306,cs
15307,cs
15308,cs
15309,cs
15310,math
15311,cs
15312,cs
15313,math
15314,stat
15315,stat
15316,cs
15317,math
15318,cs
15319,cs
15320,cs
15321,cs
15322,math
15323,cs
15324,cs
15325,cs
15326,stat
15327,cs
15328,physics
15329,math
15330,cs
15331,cs
15332,cs
15333,physics
15334,math
15335,stat
15336,cs
15337,math
15338,stat
15339,math
15340,math
15341,physics
15342,math
15343,cs
15344,physics
15345,physics
15346,physics
15347,math
15348,math
15349,math
15350,physics
15351,cs
15352,math
15353,math
15354,stat
15355,physics
15356,stat
15357,cs
15358,stat
15359,cs
15360,stat
15361,physics
15362,stat
15363,math
15364,stat
15365,physics
15366,stat
15367,cs
15368,stat
15369,math
15370,physics
15371,stat
15372,stat
15373,math
15374,math
15375,physics
15376,cs
15377,cs
15378,stat
15379,math
15380,cs
15381,math
15382,physics
15383,stat
15384,cs
15385,physics
15386,physics
15387,math
15388,math
15389,physics
15390,math
15391,stat
15392,math
15393,math
15394,math
15395,stat
15396,stat
15397,stat
15398,stat
15399,math
15400,physics
15401,physics
15402,cs
15403,cs
15404,stat
15405,math
15406,math
15407,stat
15408,cs
15409,physics
15410,stat
15411,physics
15412,physics
15413,cs
15414,physics
15415,math
15416,cs
15417,math
15418,stat
15419,cs
15420,stat
15421,physics
15422,cs
15423,math
15424,stat
15425,physics
15426,physics
15427,stat
15428,cs
15429,physics
15430,math
15431,cs
15432,stat
15433,stat
15434,cs
15435,physics
15436,cs
15437,cs
15438,physics
15439,cs
15440,stat
15441,cs
15442,math
15443,math
15444,physics
15445,cs
15446,stat
15447,math
15448,cs
15449,stat
15450,cs
15451,cs
15452,cs
15453,stat
15454,math
15455,stat
15456,math
15457,cs
15458,math
15459,cs
15460,physics
15461,math
15462,cs
15463,physics
15464,math
15465,stat
15466,math
15467,cs
15468,cs
15469,physics
15470,math
15471,math
15472,math
15473,math
15474,stat
15475,cs
15476,math
15477,math
15478,cs
15479,stat
15480,math
15481,cs
15482,math
15483,math
15484,cs
15485,math
15486,cs
15487,cs
15488,math
15489,physics
15490,physics
15491,math
15492,cs
15493,math
15494,cs
15495,stat
15496,math
15497,stat
15498,cs
15499,math
15500,cs
15501,physics
15502,physics
15503,physics
15504,physics
15505,math
15506,math
15507,cs
15508,cs
15509,stat
15510,math
15511,math
15512,cs
15513,math
15514,math
15515,cs
15516,cs
15517,physics
15518,cs
15519,cs
15520,math
15521,math
15522,stat
15523,cs
15524,cs
15525,physics
15526,math
15527,cs
15528,cs
15529,cs
15530,stat
15531,physics
15532,math
15533,cs
15534,cs
15535,cs
15536,math
15537,physics
15538,physics
15539,physics
15540,cs
15541,cs
15542,stat
15543,math
15544,physics
15545,cs
15546,physics
15547,cs
15548,cs
15549,physics
15550,cs
15551,cs
15552,math
15553,stat
15554,stat
15555,physics
15556,stat
15557,physics
15558,cs
15559,physics
15560,cs
15561,math
15562,cs
15563,math
15564,cs
15565,physics
15566,cs
15567,physics
15568,cs
15569,stat
15570,stat
15571,math
15572,physics
15573,physics
15574,cs
15575,stat
15576,math
15577,stat
15578,math
15579,stat
15580,cs
15581,math
15582,cs
15583,physics
15584,math
15585,physics
15586,cs
15587,physics
15588,stat
15589,cs
15590,cs
15591,physics
15592,math
15593,physics
15594,stat
15595,physics
15596,math
15597,cs
15598,cs
15599,stat
15600,math
15601,math
15602,cs
15603,cs
15604,stat
15605,cs
15606,cs
15607,stat
15608,math
15609,math
15610,stat
15611,math
15612,physics
15613,cs
15614,math
15615,math
15616,stat
15617,math
15618,math
15619,stat
15620,cs
15621,stat
15622,cs
15623,stat
15624,cs
15625,physics
15626,cs
15627,stat
15628,math
15629,stat
15630,math
15631,math
15632,cs
15633,physics
15634,physics
15635,cs
15636,cs
15637,math
15638,stat
15639,stat
15640,cs
15641,cs
15642,math
15643,stat
15644,cs
15645,physics
15646,physics
15647,stat
15648,math
15649,physics
15650,stat
15651,math
15652,math
15653,cs
15654,math
15655,cs
15656,cs
15657,physics
15658,cs
15659,physics
15660,math
15661,physics
15662,cs
15663,math
15664,physics
15665,math
15666,physics
15667,math
15668,cs
15669,physics
15670,math
15671,math
15672,stat
15673,math
15674,stat
15675,stat
15676,physics
15677,cs
15678,stat
15679,stat
15680,stat
15681,math
15682,stat
15683,math
15684,cs
15685,math
15686,cs
15687,math
15688,stat
15689,math
15690,stat
15691,cs
15692,physics
15693,stat
15694,stat
15695,cs
15696,cs
15697,stat
15698,math
15699,physics
15700,math
15701,cs
15702,stat
15703,math
15704,cs
15705,stat
15706,stat
15707,math
15708,math
15709,stat
15710,cs
15711,cs
15712,math
15713,stat
15714,cs
15715,math
15716,physics
15717,stat
15718,math
15719,math
15720,cs
15721,math
15722,cs
15723,physics
15724,math
15725,cs
15726,physics
15727,stat
15728,stat
15729,cs
15730,math
15731,stat
15732,cs
15733,math
15734,math
15735,math
15736,math
15737,stat
15738,cs
15739,stat
15740,math
15741,cs
15742,stat
15743,stat
15744,math
15745,math
15746,stat
15747,stat
15748,math
15749,math
15750,physics
15751,cs
15752,physics
15753,stat
15754,cs
15755,math
15756,stat
15757,cs
15758,cs
15759,cs
15760,physics
15761,math
15762,cs
15763,cs
15764,math
15765,cs
15766,physics
15767,stat
15768,math
15769,physics
15770,cs
15771,math
15772,physics
15773,physics
15774,math
15775,cs
15776,stat
15777,math
15778,math
15779,physics
15780,cs
15781,math
15782,cs
15783,cs
15784,stat
15785,cs
15786,stat
15787,math
15788,math
15789,cs
15790,cs
15791,stat
15792,cs
15793,math
15794,math
15795,math
15796,math
15797,physics
15798,math
15799,stat
15800,cs
15801,math
15802,math
15803,math
15804,stat
15805,stat
15806,cs
15807,stat
15808,math
15809,cs
15810,cs
15811,cs
15812,math
15813,stat
15814,math
15815,cs
15816,math
15817,cs
15818,math
15819,cs
15820,cs
15821,stat
15822,stat
15823,math
15824,stat
15825,cs
15826,stat
15827,stat
15828,cs
15829,physics
15830,stat
15831,math
15832,math
15833,physics
15834,math
15835,math
15836,stat
15837,cs
15838,cs
15839,physics
15840,physics
15841,cs
15842,physics
15843,physics
15844,cs
15845,stat
15846,math
15847,math
15848,math
15849,cs
15850,cs
15851,math
15852,cs
15853,math
15854,physics
15855,physics
15856,cs
15857,cs
15858,cs
15859,math
15860,stat
15861,cs
15862,physics
15863,math
15864,cs
15865,physics
15866,cs
15867,cs
15868,math
15869,cs
15870,cs
15871,cs
15872,math
15873,cs
15874,physics
15875,cs
15876,stat
15877,cs
15878,stat
15879,math
15880,cs
15881,cs
15882,stat
15883,stat
15884,cs
15885,cs
15886,stat
15887,cs
15888,cs
15889,math
15890,physics
15891,physics
15892,physics
15893,stat
15894,physics
15895,physics
15896,math
15897,physics
15898,math
15899,math
15900,stat
15901,cs
15902,math
15903,math
15904,math
15905,stat
15906,stat
15907,physics
15908,physics
15909,math
15910,math
15911,cs
15912,cs
15913,physics
15914,cs
15915,physics
15916,math
15917,math
15918,cs
15919,cs
15920,cs
15921,physics
15922,physics
15923,physics
15924,math
15925,math
15926,stat
15927,physics
15928,cs
15929,physics
15930,math
15931,stat
15932,stat
15933,stat
15934,cs
15935,math
15936,math
15937,physics
15938,cs
15939,cs
15940,cs
15941,physics
15942,stat
15943,math
15944,stat
15945,stat
15946,physics
15947,cs
15948,math
15949,physics
15950,math
15951,cs
15952,physics
15953,physics
15954,cs
15955,stat
15956,stat
15957,stat
15958,math
15959,stat
15960,math
15961,physics
15962,math
15963,cs
15964,cs
15965,math
15966,stat
15967,physics
15968,math
15969,cs
15970,stat
15971,physics
15972,math
15973,physics
15974,stat
15975,cs
15976,math
15977,math
15978,stat
15979,stat
15980,stat
15981,math
15982,cs
15983,math
15984,math
15985,stat
15986,math
15987,cs
15988,physics
15989,stat
15990,math
15991,cs
15992,cs
15993,cs
15994,physics
15995,cs
15996,cs
15997,math
15998,math
15999,cs
16000,cs
16001,math
16002,cs
16003,math
16004,math
16005,cs
16006,cs
16007,physics
16008,math
16009,math
16010,math
16011,math
16012,stat
16013,physics
16014,math
16015,stat
16016,cs
16017,math
16018,stat
16019,math
16020,cs
16021,stat
16022,stat
16023,cs
16024,math
16025,physics
16026,math
16027,stat
16028,cs
16029,cs
16030,stat
16031,cs
16032,math
16033,cs
16034,stat
16035,cs
16036,physics
16037,math
16038,cs
16039,math
16040,cs
16041,math
16042,cs
16043,cs
16044,math
16045,stat
16046,stat
16047,math
16048,physics
16049,physics
16050,cs
16051,stat
16052,cs
16053,cs
16054,math
16055,cs
16056,cs
16057,cs
16058,physics
16059,physics
16060,stat
16061,math
16062,cs
16063,math
16064,math
16065,physics
16066,math
16067,math
16068,math
16069,math
16070,cs
16071,cs
16072,cs
16073,cs
16074,cs
16075,cs
16076,stat
16077,math
16078,cs
16079,physics
16080,physics
16081,math
16082,cs
16083,cs
16084,physics
16085,stat
16086,cs
16087,math
16088,physics
16089,stat
16090,math
16091,physics
16092,stat
16093,math
16094,physics
16095,math
16096,physics
16097,physics
16098,physics
16099,cs
16100,cs
16101,physics
16102,cs
16103,cs
16104,physics
16105,math
16106,physics
16107,cs
16108,physics
16109,stat
16110,cs
16111,math
16112,cs
16113,stat
16114,math
16115,stat
16116,stat
16117,cs
16118,cs
16119,stat
16120,stat
16121,math
16122,physics
16123,stat
16124,math
16125,stat
16126,physics
16127,math
16128,cs
16129,math
16130,math
16131,cs
16132,stat
16133,math
16134,stat
16135,physics
16136,physics
16137,physics
16138,stat
16139,stat
16140,cs
16141,math
16142,cs
16143,stat
16144,math
16145,math
16146,cs
16147,cs
16148,cs
16149,cs
16150,physics
16151,cs
16152,cs
16153,math
16154,math
16155,stat
16156,math
16157,math
16158,stat
16159,stat
16160,physics
16161,cs
16162,physics
16163,math
16164,physics
16165,math
16166,cs
16167,physics
16168,cs
16169,cs
16170,physics
16171,math
16172,physics
16173,math
16174,math
16175,math
16176,stat
16177,stat
16178,stat
16179,cs
16180,cs
16181,stat
16182,stat
16183,physics
16184,math
16185,cs
16186,physics
16187,math
16188,stat
16189,cs
16190,physics
16191,cs
16192,physics
16193,cs
16194,physics
16195,stat
16196,stat
16197,cs
16198,math
16199,stat
16200,stat
16201,cs
16202,physics
16203,cs
16204,math
16205,cs
16206,physics
16207,physics
16208,stat
16209,physics
16210,math
16211,cs
16212,physics
16213,cs
16214,physics
16215,cs
16216,physics
16217,physics
16218,cs
16219,physics
16220,cs
16221,math
16222,physics
16223,physics
16224,stat
16225,math
16226,physics
16227,math
16228,physics
16229,physics
16230,math
16231,physics
16232,physics
16233,math
16234,physics
16235,stat
16236,math
16237,cs
16238,cs
16239,stat
16240,stat
16241,cs
16242,math
16243,physics
16244,stat
16245,math
16246,math
16247,cs
16248,physics
16249,math
16250,stat
16251,stat
16252,stat
16253,math
16254,physics
16255,math
16256,physics
16257,math
16258,cs
16259,stat
16260,cs
16261,cs
16262,math
16263,math
16264,math
16265,physics
16266,physics
16267,physics
16268,math
16269,math
16270,stat
16271,stat
16272,cs
16273,physics
16274,cs
16275,stat
16276,math
16277,cs
16278,math
16279,stat
16280,cs
16281,cs
16282,math
16283,math
16284,math
16285,math
16286,math
16287,physics
16288,cs
16289,stat
16290,stat
16291,physics
16292,math
16293,physics
16294,stat
16295,math
16296,cs
16297,stat
16298,math
16299,stat
16300,stat
16301,cs
16302,math
16303,stat
16304,stat
16305,cs
16306,physics
16307,physics
16308,stat
16309,cs
16310,cs
16311,stat
16312,physics
16313,cs
16314,cs
16315,math
16316,cs
16317,cs
16318,cs
16319,cs
16320,cs
16321,math
16322,cs
16323,math
16324,physics
16325,physics
16326,math
16327,math
16328,stat
16329,stat
16330,math
16331,math
16332,stat
16333,stat
16334,physics
16335,cs
16336,math
16337,physics
16338,physics
16339,cs
16340,physics
16341,physics
16342,math
16343,math
16344,stat
16345,stat
16346,math
16347,math
16348,cs
16349,stat
16350,physics
16351,math
16352,cs
16353,math
16354,physics
16355,math
16356,physics
16357,cs
16358,stat
16359,math
16360,stat
16361,cs
16362,physics
16363,stat
16364,physics
16365,stat
16366,math
16367,stat
16368,math
16369,physics
16370,cs
16371,stat
16372,physics
16373,physics
16374,cs
16375,math
16376,cs
16377,cs
16378,math
16379,math
16380,cs
16381,stat
16382,cs
16383,cs
16384,physics
16385,physics
16386,math
16387,math
16388,cs
16389,math
16390,cs
16391,math
16392,physics
16393,math
16394,math
16395,physics
16396,cs
16397,physics
16398,math
16399,cs
16400,stat
16401,physics
16402,stat
16403,cs
16404,physics
16405,math
16406,physics
16407,physics
16408,cs
16409,stat
16410,physics
16411,cs
16412,physics
16413,physics
16414,cs
16415,cs
16416,physics
16417,physics
16418,stat
16419,physics
16420,cs
16421,math
16422,stat
16423,math
16424,math
16425,physics
16426,physics
16427,cs
16428,physics
16429,cs
16430,cs
16431,physics
16432,cs
16433,cs
16434,physics
16435,cs
16436,cs
16437,cs
16438,cs
16439,math
16440,cs
16441,cs
16442,cs
16443,cs
16444,math
16445,stat
16446,math
16447,stat
16448,cs
16449,stat
16450,math
16451,math
16452,stat
16453,cs
16454,math
16455,cs
16456,math
16457,physics
16458,math
16459,cs
16460,stat
16461,cs
16462,cs
16463,cs
16464,stat
16465,physics
16466,cs
16467,math
16468,cs
16469,cs
16470,stat
16471,cs
16472,cs
16473,physics
16474,math
16475,cs
16476,cs
16477,physics
16478,math
16479,math
16480,physics
16481,math
16482,cs
16483,cs
16484,cs
16485,physics
16486,cs
16487,stat
16488,physics
16489,stat
16490,physics
16491,stat
16492,stat
16493,cs
16494,math
16495,math
16496,math
16497,math
16498,physics
16499,physics
16500,physics
16501,physics
16502,cs
16503,math
16504,math
16505,physics
16506,stat
16507,math
16508,cs
16509,cs
16510,cs
16511,stat
16512,math
16513,cs
16514,physics
16515,math
16516,stat
16517,physics
16518,math
16519,stat
16520,cs
16521,cs
16522,stat
16523,cs
16524,physics
16525,stat
16526,stat
16527,cs
16528,math
16529,cs
16530,math
16531,math
16532,physics
16533,cs
16534,math
16535,math
16536,cs
16537,math
16538,physics
16539,cs
16540,stat
16541,math
16542,cs
16543,cs
16544,physics
16545,cs
16546,math
16547,math
16548,cs
16549,math
16550,physics
16551,physics
16552,physics
16553,math
16554,math
16555,math
16556,math
16557,stat
16558,physics
16559,cs
16560,math
16561,physics
16562,stat
16563,math
16564,physics
16565,stat
16566,physics
16567,stat
16568,math
16569,physics
16570,physics
16571,physics
16572,cs
16573,cs
16574,physics
16575,stat
16576,math
16577,math
16578,math
16579,math
16580,math
16581,cs
16582,physics
16583,math
16584,physics
16585,cs
16586,physics
16587,physics
16588,math
16589,cs
16590,physics
